# sample_id: compound number in the SI
# fc_gap: vertical excitation energy in eV (frozen core approximation)
# fluo_peak_w: emission energy in eV
# fc_corr: energy difference between vertical excitation energy and emission energy in eV
# osc_strength: oscillator strength of vertical transition
# fluo_rate_abs: fluorescence rate estimated from oscillator strength and excitation energy of vertical transition, in 1e6 s-1
# fluo_rate_em: fluorescence rate estimated from Franck-Condon calculations, in 1e6 s-1
sample_id,fc_gap,fluo_peak_w,fc_corr,osc_strength,fluo_rate_abs,fluo_rate_em
S1066,3.027115e+00,2.816691e+00,2.104234e-01,1.607302e-03,6.390939e-01,4.517929e-01
S1067,2.711409e+00,2.248035e+00,4.633743e-01,7.721662e-04,2.463262e-01,1.312725e-01
S1068,2.080311e+00,1.553445e+00,5.268652e-01,7.329348e-04,1.376358e-01,5.028043e-02
S1069,2.350791e+00,2.073269e+00,2.775217e-01,3.265488e-03,7.830429e-01,4.229808e-01
S1070,2.100555e+00,1.622804e+00,4.777504e-01,5.891387e-04,1.127964e-01,4.694346e-02
S1071,2.306288e+00,1.771375e+00,5.349122e-01,2.219032e-03,5.121535e-01,2.063263e-01
S1072,2.547435e+00,2.263898e+00,2.835369e-01,9.040291e-03,2.545647e+00,1.423297e+00
S1073,2.343054e+00,1.839987e+00,5.030670e-01,8.532387e-04,2.032567e-01,8.634583e-02
S1074,2.651778e+00,2.225063e+00,4.267158e-01,1.168679e-03,3.565982e-01,2.050806e-01
S1075,3.131371e+00,2.915180e+00,2.161904e-01,3.175143e-03,1.350958e+00,9.552714e-01
S1076,2.494342e+00,2.260279e+00,2.340630e-01,1.033598e-04,2.790441e-02,1.732939e-02
S1077,2.000562e+00,1.702625e+00,2.979374e-01,3.753903e-03,6.519233e-01,2.948657e-01
S1078,2.365403e+00,2.112324e+00,2.530794e-01,1.763145e-03,4.280633e-01,2.473445e-01
S1079,2.109342e+00,1.839657e+00,2.696855e-01,4.529448e-03,8.744782e-01,4.476868e-01
S1080,2.210175e+00,1.730388e+00,4.797870e-01,2.705512e-04,5.734721e-02,2.404405e-02
S1081,2.533629e+00,2.261538e+00,2.720911e-01,1.591924e-03,4.434227e-01,2.543503e-01
S1082,2.296996e+00,2.003722e+00,2.932740e-01,6.521151e-04,1.492981e-01,7.624739e-02
S1083,2.407361e+00,2.186018e+00,2.213430e-01,2.697748e-12,6.784120e-10,4.853673e-10
S1084,2.332856e+00,2.138301e+00,1.945551e-01,5.845113e-05,1.380316e-02,9.100690e-03
S1085,2.299668e+00,1.781176e+00,5.184919e-01,1.760597e-04,4.040172e-02,1.726738e-02
S1086,2.495698e+00,2.210191e+00,2.855070e-01,3.299138e-03,8.916494e-01,4.922629e-01
S1087,2.266854e+00,1.758384e+00,5.084704e-01,2.610317e-04,5.820360e-02,2.413198e-02
S1088,2.555790e+00,2.023984e+00,5.318060e-01,3.213164e-03,9.107362e-01,4.248237e-01
S1089,2.731699e+00,2.443854e+00,2.878445e-01,1.002462e-02,3.245961e+00,1.877685e+00
S1090,2.453016e+00,2.170988e+00,2.820285e-01,9.435672e-05,2.463674e-02,1.583967e-02
S1091,2.328685e+00,2.149182e+00,1.795030e-01,4.869997e-04,1.145934e-01,7.781132e-02
S1092,2.242182e+00,1.999728e+00,2.424540e-01,9.978666e-05,2.176826e-02,1.249020e-02
S1093,2.251274e+00,2.126784e+00,1.244895e-01,8.388946e-12,1.844903e-09,1.407710e-09
S1094,2.225532e+00,1.979959e+00,2.455732e-01,6.924786e-06,1.488277e-03,8.416645e-04
S1095,2.266946e+00,1.977544e+00,2.894013e-01,2.911416e-03,6.492262e-01,3.311937e-01
S1096,2.574908e+00,2.356250e+00,2.186580e-01,3.144284e-04,9.045958e-02,5.889228e-02
S1097,2.295204e+00,2.050877e+00,2.443270e-01,4.308068e-08,9.847695e-06,5.711521e-06
S1098,2.528787e+00,2.031705e+00,4.970817e-01,2.606407e-04,7.232299e-02,3.432821e-02
S1099,2.675429e+00,2.169573e+00,5.058558e-01,4.387171e-04,1.362639e-01,6.470463e-02
S1100,2.294779e+00,2.067096e+00,2.276833e-01,4.064988e-05,9.288611e-03,5.633171e-03
S1101,2.533440e+00,2.276188e+00,2.572529e-01,6.742991e-04,1.877948e-01,1.111340e-01
S1102,2.411338e+00,2.153478e+00,2.578603e-01,1.175867e-02,2.966770e+00,1.711710e+00
S1103,2.441482e+00,2.265969e+00,1.755125e-01,7.247253e-05,1.874520e-02,1.316600e-02
S1104,2.612008e+00,2.135062e+00,4.769457e-01,5.474455e-04,1.620688e-01,8.289068e-02
S1105,3.027673e+00,2.746259e+00,2.814136e-01,1.663697e-03,6.617618e-01,4.099027e-01
S1106,2.580272e+00,2.175392e+00,4.048800e-01,5.422269e-04,1.566469e-01,9.434483e-02
S1107,2.438392e+00,2.211692e+00,2.267001e-01,3.239822e-05,8.358680e-03,5.219282e-03
S1108,2.316110e+00,1.564373e+00,7.517374e-01,1.872154e-03,4.357823e-01,1.199391e-01
S1109,2.375664e+00,1.712924e+00,6.627398e-01,1.395171e-03,3.416701e-01,1.236663e-01
S1110,2.390235e+00,2.229891e+00,1.603436e-01,8.420674e-12,2.087553e-09,1.499194e-09
S1111,2.286107e+00,1.836697e+00,4.494100e-01,2.663444e-04,6.040127e-02,2.871676e-02
S1112,2.334342e+00,2.071497e+00,2.628455e-01,3.078034e-04,7.278001e-02,4.045239e-02
S1113,2.200884e+00,1.991879e+00,2.090046e-01,2.368291e-05,4.977814e-03,3.073583e-03
S1114,2.175906e+00,2.005815e+00,1.700904e-01,6.340540e-09,1.302615e-06,8.805170e-07
S1115,3.058298e+00,2.913257e+00,1.450410e-01,2.385269e-03,9.680694e-01,7.676025e-01
S1116,3.244439e+00,3.120586e+00,1.238526e-01,8.127163e-03,3.712169e+00,3.088691e+00
S1117,3.194538e+00,3.065226e+00,1.293117e-01,6.647642e-03,2.943698e+00,2.418054e+00
S1118,3.140740e+00,3.006436e+00,1.343037e-01,4.632181e-03,1.982709e+00,1.609860e+00
S1119,3.093192e+00,2.956267e+00,1.369253e-01,3.333026e-03,1.383764e+00,1.114972e+00
S1120,3.064384e+00,2.921169e+00,1.432158e-01,2.251922e-03,9.175916e-01,7.302269e-01
S1121,3.056663e+00,2.912145e+00,1.445182e-01,2.074345e-03,8.409802e-01,6.673842e-01
S1122,3.071055e+00,2.916271e+00,1.547846e-01,1.307811e-03,5.352169e-01,4.184415e-01
S1123,3.286953e+00,3.079458e+00,2.074953e-01,9.774687e-03,4.582468e+00,3.346700e+00
S1124,3.236664e+00,3.063462e+00,1.732016e-01,5.387246e-03,2.448903e+00,1.881947e+00
S1125,3.164571e+00,3.005921e+00,1.586503e-01,2.380830e-03,1.034589e+00,8.090865e-01
S1126,3.113055e+00,2.966125e+00,1.469293e-01,2.588010e-03,1.088301e+00,8.637403e-01
S1127,3.073484e+00,2.922289e+00,1.511946e-01,1.897607e-03,7.778176e-01,6.111197e-01
S1128,3.063616e+00,2.911021e+00,1.525952e-01,2.256847e-03,9.191376e-01,7.201097e-01
S1129,2.971599e+00,2.814635e+00,1.569644e-01,1.898893e-03,7.275966e-01,5.622197e-01
S1130,2.654055e+00,2.049482e+00,6.045730e-01,1.236932e-03,3.780725e-01,1.679220e-01
S1131,2.842822e+00,2.588243e+00,2.545786e-01,9.251640e-04,3.244348e-01,2.058758e-01
S1132,2.976832e+00,2.784617e+00,1.922147e-01,1.080307e-03,4.153989e-01,3.017124e-01
S1133,2.815824e+00,2.550560e+00,2.652646e-01,9.815459e-04,3.377002e-01,2.094750e-01
S1134,2.991439e+00,2.819576e+00,1.718627e-01,1.259749e-03,4.891632e-01,3.686524e-01
S1135,2.990910e+00,2.820759e+00,1.701518e-01,1.353847e-03,5.255158e-01,3.975295e-01
S1136,3.261831e+00,3.139138e+00,1.226931e-01,7.188609e-03,3.318772e+00,2.765663e+00
S1137,2.951974e+00,2.787848e+00,1.641260e-01,5.419677e-04,2.049312e-01,1.560235e-01
S1138,2.807995e+00,2.604372e+00,2.036234e-01,2.257633e-04,7.724237e-02,5.374074e-02
S1139,2.927312e+00,2.761014e+00,1.662989e-01,2.203141e-04,8.192002e-02,6.189886e-02
S1140,2.885804e+00,2.699050e+00,1.867533e-01,2.297271e-06,8.301474e-04,6.027458e-04
S1141,2.965185e+00,2.800249e+00,1.649362e-01,4.535421e-04,1.730337e-01,1.317184e-01
S1142,3.282924e+00,3.039788e+00,2.431356e-01,9.723783e-03,4.547433e+00,3.145293e+00
S1143,2.896884e+00,2.714613e+00,1.822717e-01,5.030042e-03,1.831654e+00,1.343762e+00
S1144,2.607058e+00,2.293768e+00,3.132901e-01,7.614765e-03,2.245780e+00,1.206764e+00
S1145,2.861692e+00,2.667869e+00,1.938234e-01,5.163392e-03,1.834808e+00,1.311642e+00
S1146,2.792847e+00,2.558302e+00,2.345448e-01,6.414674e-03,2.171093e+00,1.423179e+00
S1147,2.917838e+00,2.727385e+00,1.904531e-01,4.328264e-03,1.598990e+00,1.157655e+00
S1148,2.554991e+00,1.916023e+00,6.389677e-01,1.720220e-03,4.872731e-01,2.048453e-01
S1149,2.864801e+00,2.650218e+00,2.145832e-01,3.287888e-03,1.170889e+00,8.079714e-01
S1150,3.008165e+00,2.858416e+00,1.497492e-01,7.401350e-03,2.906189e+00,2.277058e+00
S1151,2.935021e+00,2.762349e+00,1.726719e-01,3.510843e-03,1.312331e+00,9.815962e-01
S1152,3.035868e+00,2.893199e+00,1.426693e-01,3.266900e-03,1.306506e+00,1.038504e+00
S1153,3.007248e+00,2.850308e+00,1.569395e-01,2.002938e-03,7.859873e-01,6.083667e-01
S1154,3.273397e+00,3.161505e+00,1.118918e-01,6.506749e-03,3.025318e+00,2.567559e+00
S1155,2.859315e+00,2.671048e+00,1.882666e-01,3.819308e-05,1.354934e-02,9.771714e-03
S1156,2.924513e+00,2.740563e+00,1.839499e-01,1.199334e-04,4.450993e-02,3.263020e-02
S1157,2.966627e+00,2.695754e+00,2.708725e-01,2.230109e-02,8.516505e+00,5.898918e+00
S1158,3.281718e+00,3.070532e+00,2.111864e-01,9.847564e-03,4.601939e+00,3.352431e+00
S1159,2.689278e+00,2.410257e+00,2.790203e-01,6.238569e-03,1.957789e+00,1.151407e+00
S1160,2.635879e+00,2.087412e+00,5.484672e-01,6.080801e-03,1.833248e+00,8.675833e-01
S1161,2.973254e+00,2.813805e+00,1.594486e-01,7.405196e-04,2.840600e-01,2.193052e-01
S1162,2.465000e+00,1.876523e+00,5.884778e-01,2.862281e-03,7.546679e-01,3.398343e-01
S1163,3.011547e+00,2.858505e+00,1.530420e-01,6.576652e-03,2.588175e+00,2.026439e+00
S1164,3.053946e+00,2.888008e+00,1.659378e-01,9.931409e-03,4.019233e+00,3.085101e+00
S1165,3.005809e+00,2.847653e+00,1.581553e-01,2.501984e-03,9.808818e-01,7.662420e-01
S1166,2.983986e+00,2.823800e+00,1.601861e-01,6.785644e-04,2.621769e-01,2.013802e-01
S1167,2.944001e+00,2.773554e+00,1.704475e-01,3.367289e-03,1.266385e+00,9.518179e-01
S1168,3.041683e+00,2.889800e+00,1.518828e-01,1.532401e-03,6.151910e-01,4.834336e-01
S1169,3.029492e+00,2.897261e+00,1.322315e-01,2.364966e-03,9.418337e-01,7.653989e-01
S1170,2.994827e+00,2.930377e+00,6.445026e-02,2.968353e-04,1.155231e-01,1.052167e-01
S1171,2.898022e+00,2.744819e+00,1.532038e-01,5.851359e-03,2.132406e+00,1.656334e+00
S1172,2.716015e+00,2.570281e+00,1.457343e-01,8.017239e-03,2.566249e+00,1.976277e+00
S1173,2.952756e+00,2.813202e+00,1.395539e-01,6.678454e-03,2.526623e+00,2.021990e+00
S1174,2.817564e+00,2.720955e+00,9.660945e-02,5.559328e-02,1.915047e+01,1.661888e+01
S1175,1.716718e+00,1.442224e+00,2.744947e-01,4.052678e-03,5.182624e-01,2.522056e-01
S1176,2.790807e+00,2.656884e+00,1.339228e-01,1.236400e-02,4.178574e+00,3.307910e+00
S1177,2.709811e+00,2.623338e+00,8.647303e-02,1.959541e-02,6.243700e+00,5.366960e+00
S1178,2.872412e+00,2.816230e+00,5.618168e-02,1.377884e-02,4.933050e+00,4.538373e+00
S1179,1.891066e+00,1.603417e+00,2.876495e-01,3.803749e-03,5.902486e-01,3.065646e-01
S1180,1.713002e+00,1.472504e+00,2.404976e-01,5.924427e-04,7.543476e-02,4.036378e-02
S1181,2.769728e+00,2.689411e+00,8.031701e-02,1.894334e-02,6.305803e+00,5.516334e+00
S1182,1.876210e+00,1.611716e+00,2.644949e-01,5.866188e-04,8.960425e-02,4.906379e-02
S1183,3.024384e+00,2.888636e+00,1.357485e-01,7.035800e-05,2.792525e-02,2.253667e-02
S1184,2.963424e+00,2.824700e+00,1.387242e-01,2.635991e-03,1.004479e+00,8.004567e-01
S1185,2.836574e+00,2.700779e+00,1.357958e-01,5.090345e-03,1.777236e+00,1.407505e+00
S1186,2.920527e+00,2.780695e+00,1.398314e-01,6.009565e-03,2.224206e+00,1.763283e+00
S1187,2.827363e+00,2.685020e+00,1.423426e-01,3.897723e-03,1.352021e+00,1.057255e+00
S1188,2.996183e+00,2.951560e+00,4.462280e-02,4.341381e-06,1.691119e-03,1.580977e-03
S1189,2.924686e+00,2.875869e+00,4.881659e-02,5.107739e-05,1.895818e-02,1.767879e-02
S1190,2.786166e+00,2.514778e+00,2.713888e-01,1.418852e-01,4.779260e+01,3.287664e+01
S1191,2.682180e+00,2.285766e+00,3.964138e-01,5.148315e-02,1.607128e+01,9.664120e+00
S1192,2.594574e+00,2.247803e+00,3.467706e-01,1.428250e-01,4.172014e+01,2.684710e+01
S1193,2.891709e+00,2.821788e+00,6.992119e-02,1.319427e-02,4.787450e+00,4.293337e+00
S1194,2.911239e+00,2.852153e+00,5.908642e-02,1.074693e-03,3.952299e-01,3.605160e-01
S1195,2.862367e+00,2.808703e+00,5.366348e-02,8.265716e-03,2.938601e+00,2.706037e+00
S1196,3.021708e+00,2.739460e+00,2.822477e-01,3.117662e-03,1.235218e+00,7.641188e-01
S1197,2.980101e+00,2.827523e+00,1.525773e-01,1.099045e-03,4.235326e-01,3.300036e-01
S1198,2.932843e+00,2.767154e+00,1.656893e-01,4.753623e-04,1.774239e-01,1.345114e-01
S1199,2.898043e+00,2.728136e+00,1.699066e-01,6.524995e-05,2.377932e-02,1.780041e-02
S1200,2.849848e+00,2.663965e+00,1.858825e-01,2.136156e-05,7.528106e-03,5.454563e-03
S1201,3.015017e+00,2.890109e+00,1.249079e-01,2.277156e-03,8.982183e-01,7.344101e-01
S1202,2.754206e+00,2.078402e+00,6.758040e-01,6.048775e-02,1.990994e+01,7.687654e+00
S1203,2.243683e+00,1.634254e+00,6.094289e-01,1.154542e-02,2.521985e+00,9.243111e-01
S1204,2.895500e+00,2.726161e+00,1.693390e-01,1.164075e-04,4.234849e-02,3.172663e-02
S1205,2.974550e+00,2.867621e+00,1.069295e-01,3.321045e-03,1.275049e+00,1.072299e+00
S1206,2.973949e+00,2.826219e+00,1.477296e-01,1.011901e-03,3.883420e-01,3.044733e-01
S1207,2.888999e+00,2.709054e+00,1.799447e-01,8.637990e-05,3.128362e-02,2.298788e-02
S1208,2.938294e+00,2.723342e+00,2.149527e-01,2.827052e-03,1.059093e+00,7.405603e-01
S1209,3.209251e+00,3.081357e+00,1.278934e-01,6.436233e-03,2.876396e+00,2.372269e+00
S1210,3.110274e+00,2.613196e+00,4.970775e-01,5.717659e-03,2.400077e+00,1.445767e+00
S1211,2.934060e+00,2.768940e+00,1.651194e-01,3.515667e-04,1.313274e-01,9.951854e-02
S1212,2.742031e+00,2.585782e+00,1.562495e-01,5.673462e-01,1.850984e+02,1.415470e+02
S1213,2.640397e+00,2.508982e+00,1.314143e-01,2.723022e-01,8.237569e+01,6.643901e+01
S1214,2.737543e+00,2.690990e+00,4.655301e-02,1.068163e-02,3.473513e+00,3.248760e+00
S1215,2.719744e+00,2.677505e+00,4.223899e-02,6.893238e-03,2.212528e+00,2.077194e+00
S1216,2.488562e+00,2.198881e+00,2.896809e-01,7.767010e-02,2.087182e+01,1.176420e+01
S1217,2.625601e+00,2.485397e+00,1.402039e-01,3.778105e-01,1.130163e+02,9.178940e+01
S1218,2.652453e+00,2.593592e+00,5.886063e-02,1.165352e-01,3.557638e+01,3.251637e+01
S1219,2.428463e+00,2.200641e+00,2.278217e-01,4.214803e-01,1.078574e+02,7.377934e+01
S1220,2.109810e+00,1.459755e+00,6.500547e-01,7.271267e-02,1.404450e+01,4.431927e+00
S1221,1.798542e+00,1.073161e+00,7.253809e-01,7.689707e-03,1.079345e+00,2.041745e-01
S1222,2.440164e+00,2.190605e+00,2.495595e-01,3.715061e-01,9.598728e+01,6.467746e+01
S1223,2.723467e+00,2.506397e+00,2.170706e-01,1.627797e-01,5.239070e+01,3.728081e+01
S1224,2.630207e+00,2.500161e+00,1.300467e-01,3.738306e-01,1.122185e+02,9.228362e+01
S1225,2.515463e+00,2.364050e+00,1.514138e-01,4.709820e-01,1.293153e+02,1.017815e+02
S1226,2.379270e+00,1.418828e+00,9.604420e-01,3.974343e-02,9.762529e+00,2.120681e+00
S1227,2.571196e+00,2.421863e+00,1.493327e-01,2.775747e-01,7.962689e+01,6.270424e+01
S1228,2.469567e+00,2.273425e+00,1.961422e-01,1.941013e-01,5.136644e+01,3.598383e+01
S1229,2.456553e+00,2.257484e+00,1.990685e-01,1.889649e-01,4.948151e+01,3.444092e+01
S1230,2.454379e+00,2.219978e+00,2.344012e-01,1.764507e-01,4.612285e+01,3.007314e+01
S1231,2.210574e+00,1.988505e+00,2.220691e-01,3.730636e-01,7.910476e+01,5.253876e+01
S1232,2.664473e+00,2.551382e+00,1.130904e-01,3.259357e-01,1.004070e+02,8.485549e+01
S1233,2.722238e+00,2.429367e+00,2.928713e-01,4.800567e-02,1.543669e+01,9.515499e+00
S1234,2.601649e+00,2.381788e+00,2.198604e-01,2.078523e-01,6.104662e+01,4.407963e+01
S1235,2.483499e+00,2.298500e+00,1.849989e-01,4.675922e-01,1.251425e+02,9.304496e+01
S1236,2.440215e+00,2.307374e+00,1.328413e-01,6.661351e-01,1.721188e+02,1.381461e+02
S1237,2.867328e+00,2.760509e+00,1.068193e-01,1.063412e-01,3.793724e+01,3.181152e+01
S1238,2.821168e+00,2.682042e+00,1.391261e-01,1.126649e-01,3.890953e+01,3.090092e+01
S1239,2.723044e+00,2.700340e+00,2.270412e-02,5.571276e-02,1.792560e+01,1.730042e+01
S1240,2.938259e+00,2.793782e+00,1.444777e-01,8.780837e-03,3.289468e+00,2.604421e+00
S1241,2.707625e+00,2.684120e+00,2.350474e-02,8.209688e-02,2.611640e+01,2.511110e+01
S1242,2.760195e+00,2.196078e+00,5.641169e-01,4.129071e-04,1.365028e-01,6.861465e-02
S1243,2.872341e+00,2.844035e+00,2.830532e-02,5.059124e-03,1.811160e+00,1.734811e+00
S1244,2.846083e+00,2.816783e+00,2.929949e-02,2.110780e-03,7.419038e-01,7.099514e-01
S1245,2.311003e+00,2.151550e+00,1.594533e-01,6.788349e-03,1.573167e+00,1.162637e+00
S1246,2.679462e+00,2.653024e+00,2.643813e-02,1.141388e-01,3.555807e+01,3.407262e+01
S1247,2.929054e+00,2.779381e+00,1.496733e-01,7.263632e-03,2.704071e+00,2.120184e+00
S1248,2.762172e+00,2.632077e+00,1.300948e-01,7.025865e-02,2.326005e+01,1.917658e+01
S1249,2.939256e+00,2.845352e+00,9.390413e-02,2.577520e-02,9.662432e+00,8.334500e+00
S1250,2.769424e+00,2.570813e+00,1.986109e-01,1.680436e-02,5.592556e+00,4.198747e+00
S1251,2.794289e+00,2.696658e+00,9.763073e-02,1.908261e-01,6.465317e+01,5.548081e+01
S1252,2.431481e+00,2.269638e+00,1.618437e-01,3.401755e-01,8.726790e+01,6.635373e+01
S1253,2.563763e+00,2.422033e+00,1.417298e-01,3.438462e-01,9.806848e+01,7.876211e+01
S1254,2.487647e+00,2.337033e+00,1.506141e-01,3.445402e-01,9.251813e+01,7.237103e+01
S1255,2.473353e+00,2.317686e+00,1.556671e-01,3.724510e-01,9.886689e+01,7.736606e+01
S1256,2.810272e+00,2.647720e+00,1.625513e-01,4.548399e-02,1.558708e+01,1.227760e+01
S1257,2.293554e+00,1.985472e+00,3.080815e-01,1.573378e-01,3.591371e+01,1.976591e+01
S1258,2.215709e+00,1.932620e+00,2.830892e-01,1.414575e-01,3.013429e+01,1.659082e+01
S1259,2.306027e+00,2.012594e+00,2.934331e-01,1.669307e-01,3.851896e+01,2.196287e+01
S1260,2.251863e+00,1.981220e+00,2.706434e-01,1.538763e-01,3.385833e+01,1.954452e+01
S1261,2.608918e+00,2.466886e+00,1.420321e-01,3.548712e-01,1.048096e+02,8.441975e+01
S1262,2.361833e+00,2.207982e+00,1.538507e-01,3.494081e-01,8.457478e+01,6.464019e+01
S1263,2.585270e+00,2.438644e+00,1.466259e-01,8.652291e-03,2.509300e+00,1.932380e+00
S1264,2.396699e+00,2.207711e+00,1.889879e-01,2.849334e-01,7.101989e+01,5.111163e+01
S1265,2.372797e+00,2.114955e+00,2.578421e-01,1.851519e-01,4.523337e+01,2.846585e+01
S1266,2.294436e+00,2.068168e+00,2.262682e-01,1.634769e-01,3.734377e+01,2.411042e+01
S1267,2.258521e+00,1.999829e+00,2.586917e-01,1.379318e-01,3.052967e+01,1.806461e+01
S1268,2.212311e+00,2.067836e+00,1.444746e-01,3.562551e-01,7.565939e+01,5.698550e+01
S1269,2.416513e+00,2.261812e+00,1.547008e-01,2.525278e-01,6.398778e+01,4.903949e+01
S1270,2.319016e+00,2.133158e+00,1.858581e-01,1.860371e-01,4.341269e+01,3.052867e+01
S1271,2.309360e+00,2.096931e+00,2.124289e-01,1.640346e-01,3.796018e+01,2.529854e+01
S1272,2.118404e+00,1.809277e+00,3.091265e-01,7.842131e-02,1.527078e+01,7.429929e+00
S1273,2.420125e+00,2.259126e+00,1.609988e-01,3.356216e-01,8.529727e+01,6.516507e+01
S1274,2.782309e+00,2.669797e+00,1.125124e-01,5.611284e-02,1.884875e+01,1.577604e+01
S1275,1.991898e+00,1.671636e+00,3.202617e-01,5.060121e-02,8.711732e+00,3.896269e+00
S1276,1.535525e+00,1.195190e+00,3.403353e-01,7.624139e-03,7.800354e-01,2.421035e-01
S1277,1.839353e+00,1.510514e+00,3.288386e-01,2.295006e-02,3.369174e+00,1.367923e+00
S1278,1.366044e+00,1.032794e+00,3.332502e-01,4.169064e-03,3.375808e-01,9.217039e-02
S1279,2.633104e+00,2.524049e+00,1.090553e-01,2.901307e-01,8.728495e+01,7.418541e+01
S1280,2.598237e+00,2.458462e+00,1.397750e-01,3.876154e-01,1.135450e+02,9.213600e+01
S1281,2.124932e+00,1.842132e+00,2.827996e-01,8.805388e-02,1.725235e+01,9.063912e+00
S1282,1.760054e+00,1.184281e+00,5.757724e-01,1.844958e-02,2.479978e+00,7.336146e-01
S1283,3.035326e+00,2.909108e+00,1.262178e-01,3.448094e-04,1.378476e-01,1.130174e-01
S1284,2.994942e+00,2.930518e+00,6.442351e-02,4.530401e-04,1.763287e-01,1.606059e-01
S1285,2.786170e+00,2.514780e+00,2.713902e-01,1.418819e-01,4.779164e+01,3.287598e+01
S1286,2.643450e+00,2.412125e+00,2.313244e-01,2.189526e-01,6.638988e+01,4.675683e+01
S1287,2.808573e+00,2.565931e+00,2.426416e-01,1.713704e-01,5.865658e+01,4.047700e+01
S1288,2.803805e+00,2.410382e+00,3.934227e-01,5.731624e-02,1.955162e+01,1.160011e+01
S1289,2.667556e+00,2.426790e+00,2.407657e-01,2.475214e-01,7.642742e+01,5.345918e+01
S1290,2.661216e+00,2.406333e+00,2.548838e-01,2.791728e-01,8.579127e+01,6.025887e+01
S1291,2.337195e+00,2.200595e+00,1.366001e-01,3.417525e-01,8.100486e+01,6.301106e+01
S1292,2.251518e+00,2.123104e+00,1.284142e-01,3.794925e-01,8.347636e+01,6.615657e+01
S1293,2.254915e+00,2.104174e+00,1.507412e-01,2.653649e-01,5.854820e+01,4.430117e+01
S1294,2.146935e+00,1.943293e+00,2.036417e-01,1.647340e-01,3.294811e+01,2.142915e+01
S1295,2.076537e+00,1.810078e+00,2.664581e-01,9.874265e-02,1.847538e+01,9.898019e+00
S1296,1.861907e+00,1.499812e+00,3.620950e-01,3.898854e-02,5.864926e+00,2.092634e+00
S1297,1.680892e+00,1.315800e+00,3.650915e-01,5.323876e-02,6.527049e+00,2.069903e+00
S1298,1.881473e+00,1.608885e+00,2.725878e-01,9.644089e-02,1.481381e+01,7.345831e+00
S1299,1.984533e+00,1.711085e+00,2.734482e-01,1.148114e-01,1.962055e+01,1.025604e+01
S1300,1.912574e+00,1.641199e+00,2.713750e-01,1.046220e-01,1.660617e+01,8.268560e+00
S1301,2.115877e+00,1.855249e+00,2.606279e-01,1.180381e-01,2.293045e+01,1.270465e+01
S1302,2.053535e+00,1.775704e+00,2.778310e-01,9.853954e-02,1.803118e+01,9.264166e+00
S1303,2.123226e+00,1.870623e+00,2.526036e-01,1.286503e-01,2.516592e+01,1.433092e+01
S1304,2.136956e+00,1.909839e+00,2.271178e-01,1.507338e-01,2.986836e+01,1.838199e+01
S1305,2.113688e+00,1.885699e+00,2.279893e-01,1.440028e-01,2.791659e+01,1.702013e+01
S1306,2.154718e+00,1.864725e+00,2.899931e-01,1.043325e-01,2.101891e+01,1.103037e+01
S1307,2.143595e+00,1.890272e+00,2.533224e-01,1.228742e-01,2.449941e+01,1.408374e+01
S1308,2.129529e+00,1.880783e+00,2.487465e-01,1.292745e-01,2.543840e+01,1.476728e+01
S1309,1.705155e+00,9.461968e-01,7.589581e-01,3.755982e-04,4.738717e-02,5.606313e-03
S1310,2.095343e+00,1.906417e+00,1.889259e-01,1.598654e-01,3.045609e+01,2.040161e+01
S1311,2.063155e+00,1.824460e+00,2.386957e-01,1.140650e-01,2.106813e+01,1.214021e+01
S1312,2.114361e+00,1.921691e+00,1.926701e-01,1.400888e-01,2.717510e+01,1.823272e+01
S1313,2.341355e+00,2.094692e+00,2.466624e-01,1.291398e-01,3.071879e+01,1.885220e+01
S1314,2.173468e+00,1.902491e+00,2.709769e-01,1.029581e-01,2.110457e+01,1.160358e+01
S1315,2.208921e+00,1.929592e+00,2.793299e-01,8.979330e-02,1.901140e+01,1.008718e+01
S1316,2.058732e+00,1.815049e+00,2.436831e-01,1.274901e-01,2.344691e+01,1.345567e+01
S1317,2.130103e+00,1.881568e+00,2.485348e-01,1.346544e-01,2.651131e+01,1.547728e+01
S1318,1.689346e+00,1.328790e+00,3.605565e-01,1.633404e-02,2.022743e+00,6.391863e-01
S1319,1.343403e+00,1.004226e+00,3.391762e-01,2.986122e-03,2.338457e-01,5.816206e-02
S1320,2.085750e+00,1.851551e+00,2.341990e-01,1.326112e-01,2.503308e+01,1.477749e+01
S1321,2.077295e+00,1.802333e+00,2.749615e-01,9.443615e-02,1.768252e+01,9.253792e+00
S1322,1.892297e+00,1.535714e+00,3.565826e-01,4.076821e-02,6.334463e+00,2.345624e+00
S1323,1.514170e+00,1.176772e+00,3.373979e-01,1.217119e-04,1.210854e-02,3.668688e-03
S1324,1.000147e+00,5.071685e-01,4.929785e-01,1.960106e-04,8.507789e-03,8.087923e-05
S1325,1.480832e+00,1.131656e+00,3.491762e-01,3.869000e-02,3.681460e+00,1.032681e+00
S1326,2.191906e+00,1.902520e+00,2.893865e-01,1.260833e-01,2.628518e+01,1.463341e+01
S1327,2.396848e+00,1.828707e+00,5.681410e-01,5.924104e-02,1.476771e+01,6.525540e+00
S1328,1.811810e+00,1.255065e+00,5.567448e-01,3.281859e-02,4.674709e+00,1.548060e+00
S1329,2.070353e+00,1.883693e+00,1.866597e-01,2.812434e-01,5.230951e+01,3.496581e+01
